pay_date,employee_id,employee_name,gross_pay,commission_bonus,federal_withholding,state_withholding,fica,401k_employee,health_premium_employee,net_pay
2026-02-15,E016,Sarah Hernandez,2625.0,0,420.0,118.12,200.81,78.75,0,1807.32
2026-02-28,E016,Sarah Hernandez,2625.0,0,420.0,118.12,200.81,157.5,485.0,1243.57
2026-02-15,E017,Michael Delgado,2500.0,0,400.0,112.5,191.25,125.0,310.0,1361.25
2026-02-28,E017,Michael Delgado,2500.0,0,400.0,112.5,191.25,75.0,142.5,1578.75
2026-02-15,E018,Carlos Nakamura,3083.33,0,493.33,138.75,235.87,92.5,142.5,1980.38
2026-02-28,E018,Carlos Nakamura,3083.33,0,493.33,138.75,235.87,0.0,485.0,1730.38
2026-02-15,E019,Emily Hernandez,3333.33,0,533.33,150.0,255.0,166.67,142.5,2085.83
2026-02-28,E019,Emily Hernandez,3333.33,0,533.33,150.0,255.0,200.0,485.0,1710.0
2026-02-15,E020,Emily Scott,3625.0,0,580.0,163.12,277.31,217.5,485.0,1902.07
2026-02-28,E020,Emily Scott,3625.0,0,580.0,163.12,277.31,108.75,310.0,2185.82
2026-02-15,E021,Matthew Jones,4083.33,0,653.33,183.75,312.37,122.5,485.0,2326.38
2026-02-28,E021,Matthew Jones,4083.33,0,653.33,183.75,312.37,0.0,310.0,2623.88
2026-02-15,E022,Daniel Delgado,3166.67,0,506.67,142.5,242.25,190.0,310.0,1775.25
2026-02-28,E022,Daniel Delgado,3166.67,0,506.67,142.5,242.25,190.0,485.0,1600.25
2026-02-15,E023,Carlos Smith,2583.33,0,413.33,116.25,197.62,0.0,0,1856.13
2026-02-28,E023,Carlos Smith,2583.33,0,413.33,116.25,197.62,77.5,0,1778.63
2026-02-15,E024,Luis Harris,2666.67,0,426.67,120.0,204.0,80.0,142.5,1693.5
2026-02-28,E024,Luis Harris,2666.67,0,426.67,120.0,204.0,160.0,485.0,1271.0
2026-02-15,E025,Matthew Choi,2000.0,0,320.0,90.0,153.0,60.0,310.0,1067.0
2026-02-28,E025,Matthew Choi,2000.0,0,320.0,90.0,153.0,120.0,0,1317.0
2026-02-15,E026,James Hernandez,2833.33,0,453.33,127.5,216.75,85.0,485.0,1465.75
2026-02-28,E026,James Hernandez,2833.33,0,453.33,127.5,216.75,141.67,142.5,1751.58
2026-02-15,E027,Jennifer Young,2666.67,0,426.67,120.0,204.0,133.33,0,1782.67
2026-02-28,E027,Jennifer Young,2666.67,0,426.67,120.0,204.0,0.0,142.5,1773.5
2026-02-15,E028,Elena Lee,8666.67,0,1386.67,390.0,663.0,433.33,0,5793.67
2026-02-28,E028,Elena Lee,8666.67,0,1386.67,390.0,663.0,520.0,310.0,5397.0
2026-02-15,E029,Lisa Okafor,6541.67,0,1046.67,294.38,500.44,327.08,142.5,4230.6
2026-02-28,E029,Lisa Okafor,6541.67,0,1046.67,294.38,500.44,392.5,485.0,3822.68
2026-02-15,E030,Jessica Young,2916.67,0,466.67,131.25,223.13,0.0,142.5,1953.12
2026-02-28,E030,Jessica Young,2916.67,0,466.67,131.25,223.13,145.83,142.5,1807.29
2026-02-15,E031,Brian Wilson,1750.0,0,280.0,78.75,133.88,87.5,142.5,1027.37
2026-02-28,E031,Brian Wilson,1750.0,0,280.0,78.75,133.88,105.0,485.0,667.37
2026-03-15,E001,Mark Walker,3541.67,0,566.67,159.38,270.94,106.25,0,2438.43
2026-03-31,E001,Mark Walker,3541.67,2983,566.67,159.38,270.94,212.5,0,5315.18
2026-03-15,E002,Karen Delgado,3833.33,0,613.33,172.5,293.25,0.0,310.0,2444.25
2026-03-31,E002,Karen Delgado,3833.33,1994,613.33,172.5,293.25,115.0,142.5,4490.75
2026-03-15,E003,Joseph Garcia,4208.33,0,673.33,189.37,321.94,0.0,310.0,2713.69
2026-03-31,E003,Joseph Garcia,4208.33,1152,673.33,189.37,321.94,252.5,485.0,3438.19
2026-03-15,E004,Susan Rodriguez,4333.33,0,693.33,195.0,331.5,216.67,310.0,2586.83
2026-03-31,E004,Susan Rodriguez,4333.33,781,693.33,195.0,331.5,216.67,0,3677.83
2026-03-15,E005,Hiro Wright,3333.33,0,533.33,150.0,255.0,166.67,142.5,2085.83
2026-03-31,E005,Hiro Wright,3333.33,3586,533.33,150.0,255.0,100.0,310.0,5571.0
2026-03-15,E006,Betty Delgado,3708.33,0,593.33,166.87,283.69,0.0,142.5,2521.94
2026-03-31,E006,Betty Delgado,3708.33,1849,593.33,166.87,283.69,111.25,0,4402.19
2026-03-15,E007,Omar Clark,2916.67,0,466.67,131.25,223.13,175.0,310.0,1610.62
2026-03-31,E007,Omar Clark,2916.67,3869,466.67,131.25,223.13,175.0,0,5789.62
2026-03-15,E008,Donna Robinson,4208.33,0,673.33,189.37,321.94,210.42,0,2813.27
2026-03-31,E008,Donna Robinson,4208.33,3126,673.33,189.37,321.94,126.25,485.0,5538.44
2026-03-15,E009,Robert Miller,2708.33,0,433.33,121.87,207.19,81.25,485.0,1379.69
2026-03-31,E009,Robert Miller,2708.33,0,433.33,121.87,207.19,162.5,142.5,1640.94
2026-03-15,E010,Karen Clark,2958.33,0,473.33,133.12,226.31,147.92,142.5,1835.15
2026-03-31,E010,Karen Clark,2958.33,0,473.33,133.12,226.31,0.0,142.5,1983.07
2026-03-15,E011,Mark Miller,2708.33,0,433.33,121.87,207.19,135.42,485.0,1325.52
2026-03-31,E011,Mark Miller,2708.33,0,433.33,121.87,207.19,162.5,142.5,1640.94
2026-03-15,E012,Jennifer Kowalski,2666.67,0,426.67,120.0,204.0,160.0,485.0,1271.0
2026-03-31,E012,Jennifer Kowalski,2666.67,0,426.67,120.0,204.0,0.0,485.0,1431.0
2026-03-15,E013,Thomas Walker,2666.67,0,426.67,120.0,204.0,0.0,0,1916.0
2026-03-31,E013,Thomas Walker,2666.67,0,426.67,120.0,204.0,80.0,310.0,1526.0
2026-03-15,E014,Linda Thompson,2208.33,0,353.33,99.37,168.94,0.0,142.5,1444.19
2026-03-31,E014,Linda Thompson,2208.33,0,353.33,99.37,168.94,66.25,485.0,1035.44
2026-03-15,E015,Mark Anderson,3250.0,0,520.0,146.25,248.62,97.5,485.0,1752.63
2026-03-31,E015,Mark Anderson,3250.0,0,520.0,146.25,248.62,195.0,310.0,1830.13
2026-03-15,E016,Sarah Hernandez,2625.0,0,420.0,118.12,200.81,157.5,142.5,1586.07
2026-03-31,E016,Sarah Hernandez,2625.0,0,420.0,118.12,200.81,157.5,142.5,1586.07
2026-03-15,E017,Michael Delgado,2500.0,0,400.0,112.5,191.25,0.0,142.5,1653.75
2026-03-31,E017,Michael Delgado,2500.0,0,400.0,112.5,191.25,0.0,142.5,1653.75
2026-03-15,E018,Carlos Nakamura,3083.33,0,493.33,138.75,235.87,0.0,485.0,1730.38
2026-03-31,E018,Carlos Nakamura,3083.33,0,493.33,138.75,235.87,185.0,485.0,1545.38
2026-03-15,E019,Emily Hernandez,3333.33,0,533.33,150.0,255.0,166.67,485.0,1743.33
2026-03-31,E019,Emily Hernandez,3333.33,0,533.33,150.0,255.0,166.67,485.0,1743.33
2026-03-15,E020,Emily Scott,3625.0,0,580.0,163.12,277.31,181.25,310.0,2113.32
2026-03-31,E020,Emily Scott,3625.0,0,580.0,163.12,277.31,0.0,0,2604.57
2026-03-15,E021,Matthew Jones,4083.33,0,653.33,183.75,312.37,0.0,0,2933.88
2026-03-31,E021,Matthew Jones,4083.33,0,653.33,183.75,312.37,0.0,0,2933.88
2026-03-15,E022,Daniel Delgado,3166.67,0,506.67,142.5,242.25,158.33,310.0,1806.92
2026-03-31,E022,Daniel Delgado,3166.67,0,506.67,142.5,242.25,95.0,485.0,1695.25
2026-03-15,E023,Carlos Smith,2583.33,0,413.33,116.25,197.62,129.17,0,1726.96
2026-03-31,E023,Carlos Smith,2583.33,0,413.33,116.25,197.62,129.17,0,1726.96
2026-03-15,E024,Luis Harris,2666.67,0,426.67,120.0,204.0,80.0,310.0,1526.0
2026-03-31,E024,Luis Harris,2666.67,0,426.67,120.0,204.0,133.33,485.0,1297.67
2026-03-15,E025,Matthew Choi,2000.0,0,320.0,90.0,153.0,0.0,142.5,1294.5
2026-03-31,E025,Matthew Choi,2000.0,0,320.0,90.0,153.0,0.0,0,1437.0
2026-03-15,E026,James Hernandez,2833.33,0,453.33,127.5,216.75,85.0,310.0,1640.75
2026-03-31,E026,James Hernandez,2833.33,0,453.33,127.5,216.75,170.0,142.5,1723.25
2026-03-15,E027,Jennifer Young,2666.67,0,426.67,120.0,204.0,0.0,485.0,1431.0
2026-03-31,E027,Jennifer Young,2666.67,0,426.67,120.0,204.0,160.0,0,1756.0
2026-03-15,E028,Elena Lee,8666.67,0,1386.67,390.0,663.0,520.0,0,5707.0
2026-03-31,E028,Elena Lee,8666.67,0,1386.67,390.0,663.0,520.0,485.0,5222.0
2026-03-15,E029,Lisa Okafor,6541.67,0,1046.67,294.38,500.44,392.5,0,4307.68
2026-03-31,E029,Lisa Okafor,6541.67,0,1046.67,294.38,500.44,392.5,0,4307.68
2026-03-15,E030,Jessica Young,2916.67,0,466.67,131.25,223.13,145.83,142.5,1807.29
2026-03-31,E030,Jessica Young,2916.67,0,466.67,131.25,223.13,175.0,485.0,1435.62
2026-03-15,E031,Brian Wilson,1750.0,0,280.0,78.75,133.88,87.5,485.0,684.87
2026-03-31,E031,Brian Wilson,1750.0,0,280.0,78.75,133.88,87.5,310.0,859.87
